text,clean_text,label,mentions_dem,mentions_rep
 I redrew Trump as Pepe to make his expression 20% more sly. Save $6 on a shirt! https://t.co/yNBL3XoTVZ https://t.co/tyaO6V67EU, i redrew trump as pepe to make his expression 20  more sly. save $6 on a shirt   ,Republican,[],['Trump']
"I just want to say that my LESBIAN moms (yes, I have lesbian mothers) voted for Trump and are damn proud of it ","i just want to say that my lesbian moms  yes, i have lesbian mothers  voted for trump and are damn proud of it ",Republican,[],['Trump']
👉Secrets of the US Election https://t.co/cqacyQH6el via @grtvnews.   , secrets of the us election  via  grtvnews.   ,Republican,[],['Trump']
Donald Trump says people who went to school with Obama never saw him https://t.co/KTrSZdDwcL via @PolitiFact   ,donald trump says people who went to school with obama never saw him  via  politifact   ,Republican,['Obama'],"['Trump', 'Trump', 'Trump', 'Donald']"
 Did you see the   @realDonaldTrump  prediction? @LanceWallnau off to  see what's up !!! https://t.co/vGfCJKHKA6, did you see the    realdonaldtrump  prediction   lancewallnau off to  see what s up     ,Republican,[],"['Trump', 'Trump', 'Trump', 'Donald']"
"  VIDEO : Black Professor, ""Black Voters Are Breaking For Trump"" https://t.co/pVFeusFW3D","  video : black professor,  black voters are breaking for trump  ",Republican,[],"['Trump', 'Trump']"
" Rudy Giuliani: There Is Enough Evidence Now for a RICO Case Against Clinton Foundation ""Racketeering Enterpr… https://t.co/QOCT6cs8Pl", rudy giuliani: there is enough evidence now for a rico case against clinton foundation  racketeering enterpr  ,Republican,['Clinton'],[]
It's very possible that there has never been a candidate that loves his country as much as Donald J. Trump.  https://t.co/n72lVl70Y2,it s very possible that there has never been a candidate that loves his country as much as donald j. trump.  ,Republican,[],"['Trump', 'Donald']"
"Let's ALL  tonight, vote tomorrow and then celebrate  victory!!  bless America 🙏🏼🇺🇸  ","let s all  tonight, vote tomorrow and then celebrate  victory    bless america       ",Republican,[],['Trump']
Clinton running late to give her final speech maybe trying to sober up  ,clinton running late to give her final speech maybe trying to sober up  ,Republican,"['Clinton', 'Hillary']",[]
"Clinton Foundation Criminal enterprise used to launder political corruption $$


 https://t.co/WEJjl30IXR",clinton foundation criminal enterprise used to launder political corruption $$    ,Republican,['Clinton'],[]
Mainstream Media is in full BLACKOUT mode. Ignoring the overwhelming possibility of a clinton indictment!  ,mainstream media is in full blackout mode. ignoring the overwhelming possibility of a clinton indictment   ,Republican,['clinton'],[]
"On 8 November,  takes Michigan and wins.
 
","on 8 november,  takes michigan and wins.   ",Republican,[],"['Trump', 'Trump']"
" Sources: ""Indictment Is Likely"" In Clinton Foundation Case-Video  https://t.co/U2jNsviXbR https://t.co/VeJt94kj1I", sources:  indictment is likely  in clinton foundation case-video   ,Republican,['Clinton'],[]
"NYTimes now has Trump at 54% chance of winning the Presidency.

",nytimes now has trump at 54  chance of winning the presidency.  ,Republican,[],['Trump']
 is going to win!!  https://t.co/PzO5uxx4ZP, is going to win    ,Republican,[],['Trump']
"But the KKK endorsed 
 
@BlissTabitha @atlcav @carolinagirl63 
https://t.co/dYmsQgDlHg via @BreitbartNews",but the kkk endorsed     blisstabitha  atlcav  carolinagirl63   via  breitbartnews,Republican,"['hillary', 'obama']",[]
Under Democrats  are 6 times more likely to be incarcerated than a white person! Wake up vote Trump  ,under democrats  are 6 times more likely to be incarcerated than a white person  wake up vote trump  ,Republican,"['Democrats', 'Democrat']","['Trump', 'Trump']"
"2016 election, summed up in less than 30 seconds: https://t.co/Pu94RQZlZh 
  ","2016 election, summed up in less than 30 seconds:     ",Republican,['Hillary'],['Trump']
when family pics turn into a presidential debate 😇    https://t.co/1OK4T7Re5C,when family pics turn into a presidential debate      ,Republican,[],"['trump', 'trump', 'pence']"
Don't Call Me Sexist Because I Won't Vote for @HillaryClinton https://t.co/xB6jmyG8QU   ,don t call me sexist because i won t vote for  hillaryclinton    ,Republican,"['Clinton', 'Hillary', 'Hillary']",[]
"https://t.co/fmHw7f69Pl

Does anyone know the ACTUAL date of Trump's Underage Rape Case &amp; Racketeering? Hope it's AFTER the elections. ",  does anyone know the actual date of trump s underage rape case and; racketeering  hope it s after the elections. ,Republican,[],['Trump']
FBI Says Investigation Won&amp; Be Over by Election Day https://t.co/3V8gnxaBcR     ,fbi says investigation wonand; be over by election day      ,Republican,[],[]
"MR @POTUS - your association with the CLINTON CARTEL MAKES YOU LOOK GUILTY! - ARE YOU?
    @FBI https://t.co/LVZOgOtLP8",mr  potus - your association with the clinton cartel makes you look guilty  - are you       fbi ,Republican,['CLINTON'],['Trump']
"HILLARY’S MELTDOWN: 1 Hr 45 Min. Late for Speech, Has Hoarse, Raspy Voice, Seen Pacing in Lot (VIDEO) https://t.co/aikzqfzTqX   ","hillary s meltdown: 1 hr 45 min. late for speech, has hoarse, raspy voice, seen pacing in lot  video     ",Republican,['HILLARY'],['Trump']
More of Hillary Clinton's paid speeches attached. Evil human being. https://t.co/fY2Yv5azng  https://t.co/xTTQBcMSVs,more of hillary clinton s paid speeches attached. evil human being.   ,Republican,"['Clinton', 'Hillary']",[]
"Watch M.PenceRallyLive, MI via @OANN , America's best news network! Feel t energy &amp; love 2America &amp; it's pple when Pence talks! We'll ","watch m.pencerallylive, mi via  oann , america s best news network  feel t energy and; love 2america and; it s pple when pence talks  we ll ",Republican,[],"['Pence', 'Pence']"
" RT TheDeadReds: ""If  wins, I’m moving to America"" An interview with Paul Joseph Watson | Pris… https://t.co/3kY4vTc5Kv"," rt thedeadreds:  if  wins, i m moving to america  an interview with paul joseph watson   pris  ",Republican,[],['Trump']
RIGGED SYSTEM! TRUMP WILL STILL WIN!!    @realDonaldTrump https://t.co/pY45f076Nq,rigged system  trump will still win       realdonaldtrump ,Republican,[],"['TRUMP', 'Trump', 'Trump', 'Donald']"
 - The impossible command      https://t.co/j7rOzNA5nZ  https://t.co/Amxc3JkWAX, - the impossible command        ,Republican,[],['trump']
"*6 year-old kid enters restaurant*

Kid: I can't believe Donald Trump won!

", 6 year-old kid enters restaurant   kid: i can t believe donald trump won   ,Republican,[],"['Trump', 'Donald']"
‘Obama betrayer &amp; false promiser’: Sanders slated in latest  https://t.co/C0LyR7DvMJ, obama betrayer and; false promiser : sanders slated in latest  ,Republican,['Obama'],[]
This is the situation. They're planning on getting us into a war after Trump wins in order to fuck us out of  https://t.co/vabVa973Vj,this is the situation. they re planning on getting us into a war after trump wins in order to fuck us out of  ,Republican,[],['Trump']
Excellent interview on  @Reince !  Boom!    ,excellent interview on   reince    boom     ,Republican,[],"['Trump', 'Trump', 'Trump', 'Pence']"
"If this is true, we r literally at point of GOOD vs EVIL..&amp; EVIL is winning.   

https://t.co/5C8Gc4yPLw","if this is true, we r literally at point of good vs evil..and; evil is winning.     ",Republican,['hillary'],[]
The Biggest Supermoon Since Israel Became A Nation In 1948 Will Happen 6 Days After The Election https://t.co/TT0QZCzQOv  ,the biggest supermoon since israel became a nation in 1948 will happen 6 days after the election   ,Republican,[],['Trump']
‼️  ‼️     | Vote Trump https://t.co/N8a2MjZJcd,             vote trump ,Republican,['Hillary'],"['Trump', 'Trump']"
   FL Panhandle...it's up to you to help Trump Take FL!! Take everyone you know to vote!,   fl panhandle...it s up to you to help trump take fl   take everyone you know to vote ,Republican,[],"['trump', 'Trump', 'Trump']"
"WATCH LIVE: Donald Trump Holds Campaign Rally in Selma, NC https://t.co/FJccVjlFAl  ","watch live: donald trump holds campaign rally in selma, nc   ",Republican,['Hillary'],"['Trump', 'Donald']"
"Don't believe the polls, they will say Trump is winning to keep you home! Vote Trump!!!! ","don t believe the polls, they will say trump is winning to keep you home  vote trump     ",Republican,[],"['Trump', 'Trump']"
13 yr old just remembered was not Donald J. Trump; she just had 2 get away from the swamp 2 remember!  Memory loss n the swamp! ,13 yr old just remembered was not donald j. trump; she just had 2 get away from the swamp 2 remember   memory loss n the swamp  ,Republican,[],"['Trump', 'Trump', 'Donald']"
The Qur'an on Gay People     https://t.co/wxhR9qDX15 https://t.co/NoqQSLkgn4,the qur an on gay people      ,Republican,[],['trump']
"Clinton directed maid to print out classified materials
 of these awful politicians.  

https://t.co/LTj1yvrdYU",clinton directed maid to print out classified materials  of these awful politicians.    ,Republican,['Clinton'],[]
"IM PROUD TO BE A REPUBLICAN AND IM PROUD TO HAVE VOTED FOR TRUMP!!!!!! 🇺🇸🇺🇸🇺🇸 

",im proud to be a republican and im proud to have voted for trump                ,Republican,[],"['TRUMP', 'REPUBLICAN']"
@immigrant4trump We have a good future with  And have nothing to lose. , immigrant4trump we have a good future with  and have nothing to lose. ,Republican,[],"['trump', 'Trump']"
"‘Obama betrayer &amp; false promiser’:  blasted in        
 https://t.co/CZAxh1yC5t", obama betrayer and; false promiser :  blasted in          ,Republican,"['Hillary', 'Obama']",[]
"As with the endless Brexit whining, we see a generation of young people who have never been told 'no'.   ","as with the endless brexit whining, we see a generation of young people who have never been told  no .   ",Republican,[],['Trump']
When are they going to announce that @realDonaldTrump won the election?     ,when are they going to announce that  realdonaldtrump won the election      ,Republican,['hillary'],"['Trump', 'trump', 'Trump', 'Donald', 'Donald']"
They knew there were problems regarding Clinton Foundation.  https://t.co/9lOLZm1YGf,they knew there were problems regarding clinton foundation.  ,Republican,['Clinton'],[]
"Clinton causes IBD! RT @Italians4Trump: 
IBD/TIPP NATIONAL POLL:
TRUMP +1
TRUMP 44%,  43%
11/2 - (1/2)","clinton causes ibd  rt  italians4trump:  ibd/tipp national poll: trump  1 trump 44 ,  43  11/2 -  1/2 ",Republican,"['Clinton', 'Hillary']","['Trump', 'Trump', 'TRUMP', 'TRUMP']"
Here it is  Clinton sent daughter material that was later classified https://t.co/rTM0jgZrAI,here it is  clinton sent daughter material that was later classified ,Republican,['Clinton'],[]
    ,    ,Republican,[],"['Trump', 'Trump', 'Pence']"
HURRY! (auto mispells indicTment)    https://t.co/A9SfRPkbvH,hurry   auto mispells indictment     ,Republican,['Hillary'],[]
 : WikiLeaks releases latest batch of emails from Clinton campaign chair https://t.co/D86MEgVsAf, : wikileaks releases latest batch of emails from clinton campaign chair ,Republican,['Clinton'],[]
"Retweeted Larry Doyle (@senseoncents):

 In a land filled with stench of Clinton/Obama... https://t.co/3XDjdvr418",retweeted larry doyle   senseoncents :   in a land filled with stench of clinton/obama... ,Republican,"['Clinton', 'Obama']",[]
'DECISION FOR AMERICA' on the 'little pebble' website contains the quoted words of Jesus to America on the election. , decision for america  on the  little pebble  website contains the quoted words of jesus to america on the election. ,Republican,[],[]
Trump will destroy the press and take away your rights like a dictator. He doesn't care about you. ,trump will destroy the press and take away your rights like a dictator. he doesn t care about you. ,Republican,[],['Trump']
"Day before election WikiLeaks STRIKES HARD, but THIS time it’s https://t.co/4Gz6q0L3CE via @AllenWest     ","day before election wikileaks strikes hard, but this time it s  via  allenwest     ",Republican,"['Hillary', 'DNC']",[]
"Retweeted Jerry Jones (@Bud_Doggin):

  @Sahof1 @PhxKen @DwayneGregory @big_carsonrocks @dxrpi... https://t.co/nizbeuJ1nV",retweeted jerry jones   bud doggin :     sahof1  phxken  dwaynegregory  big carsonrocks  dxrpi... ,Republican,[],['Trump']
Scum bags!! Hard to believe The Hilary shills continue on with the lies!! @realDonaldTrump @JudgeJeanine  https://t.co/C0m0aUCEg1,scum bags   hard to believe the hilary shills continue on with the lies    realdonaldtrump  judgejeanine  ,Republican,[],"['Trump', 'Donald']"
Clinton family runs vast criminal enterprise: ex-NYC FBI boss https://t.co/hdWoaULHy1 ,clinton family runs vast criminal enterprise: ex-nyc fbi boss  ,Republican,['Clinton'],[]
"To say  because she's flawed is to behave like a selfish child. It's to behave like Trump
https://t.co/eWZVz7CpYg",to say  because she s flawed is to behave like a selfish child. it s to behave like trump ,Republican,['Hillary'],['Trump']
"30 Minutes...

TRUMP in Jacksonville, FL
12pm EST

Watch Live ---&gt; https://t.co/Os3QKXmDnV

","30 minutes...  trump in jacksonville, fl 12pm est  watch live --- gt;   ",Republican,[],['TRUMP']
"If you are voting for Hillary Clinton,  you are voting for  to be a third world nation. Do u really love your country? ","if you are voting for hillary clinton,  you are voting for  to be a third world nation. do u really love your country  ",Republican,"['Clinton', 'Hillary']",['Trump']
"TAMPA, Florida WE ARE UP!         https://t.co/aT51a7XvlL https://t.co/xzQ6WhOa0g","tampa, florida we are up           ",Republican,[],"['Trump', 'Trump']"
"Bill Clinton and Hillary Clinton gave your jobs away so they can become Billionaires
Vote for   https://t.co/d3oa2WmaO2",bill clinton and hillary clinton gave your jobs away so they can become billionaires vote for   ,Republican,"['Clinton', 'Clinton', 'Clinton', 'Hillary', 'Hillary']","['Trump', 'Donald']"
  seems to be defined by her profound hatred for everyday Americans. ,  seems to be defined by her profound hatred for everyday americans. ,Republican,"['Clinton', 'Hillary']",[]
What America got 4 $10T national debt https://t.co/OUFxqEtXZz         ,what america got 4 $10t national debt          ,Republican,"['clinton', 'obama']","['trump', 'trump']"
Yes I am!!! I'm a Proud Republican and I'm Voting 4 @realDonaldTrump tomorrow I never lost Faith in Trump!!  https://t.co/2fHOUI6GxN,yes i am    i m a proud republican and i m voting 4  realdonaldtrump tomorrow i never lost faith in trump    ,Republican,[],"['Trump', 'Trump', 'Donald', 'Republican']"
"Much more than a meme

The TRUTH CONFIRMED✔

 
 
 
 https://t.co/7E1i6fiq4s",much more than a meme  the truth confirmed          ,Republican,['Hillary'],[]
" supporters : Keep digging fast in those  now part 26. more to come : TIME IS RUNNING OUT NOW 
Keep digging , spreading."," supporters : keep digging fast in those  now part 26. more to come : time is running out now  keep digging , spreading.",Republican,[],['Trump']
Report: Indictment ‘Likely’ in Clinton Foundation FBI Investigation     https://t.co/Swy1tcQlX8,report: indictment  likely  in clinton foundation fbi investigation     ,Republican,"['Clinton', 'Clinton']",[]
Win or lose I'm proud to have put feelings aside and vote against the corrupt actions of Hillary Clinton   ,win or lose i m proud to have put feelings aside and vote against the corrupt actions of hillary clinton   ,Republican,"['Clinton', 'Hillary', 'Hillary']",['Trump']
"
Obama says Trump loses his shit over SNL. Same Obama sent apology ads to Muslim world after they lost their shit over a video", obama says trump loses his shit over snl. same obama sent apology ads to muslim world after they lost their shit over a video,Republican,"['Obama', 'Obama']",['Trump']
"TRUMP IT UP!   via The Geller Report - Finally, the day we have all been ... https://t.co/FQ1N7zkJID","trump it up    via the geller report - finally, the day we have all been ... ",Republican,[],"['TRUMP', 'Trump', 'Pence']"
Vote Trump everyone!!!   🚅🚄🚝🚂🚂,vote trump everyone           ,Republican,[],"['Trump', 'Trump', 'Trump', 'Pence']"
"🇺🇸Donald J. Trump Rally TODAY 
💥Miami, FL
12 PM ET
    
https://t.co/7Hi6BG22ft","  donald j. trump rally today   miami, fl 12 pm et      ",Republican,[],"['Trump', 'Trump', 'Donald', 'Pence']"
" Alert: Chelsea Used Clinton Foundation Money To Pay For Her Wedding
 

https://t.co/HM3XQjjiBF", alert: chelsea used clinton foundation money to pay for her wedding    ,Republican,"['Clinton', 'Hillary']","['Trump', 'Pence']"
Just a reminder to everyone this morning on Election Day that we want to    🇺🇸,just a reminder to everyone this morning on election day that we want to      ,Republican,[],"['Trump', 'Pence']"
The libs aka @Starbucks are attacking Christmas once again and rigging the election with their left wing green cups  ,the libs aka  starbucks are attacking christmas once again and rigging the election with their left wing green cups  ,Republican,['obama'],[]
 not in labor force - that's more than Germany's population. - Vote Trump to fix this!  , not in labor force - that s more than germany s population. - vote trump to fix this   ,Republican,[],['Trump']
FBI Just Reopened Hillary Clinton Investigation!  https://t.co/o6AXkYlgIf...,fbi just reopened hillary clinton investigation   ,Republican,"['Clinton', 'Hillary']",[]
KKK and White Nationalist Group Making Robo Calls for Donald Trump - Video - https://t.co/fwVVTLi21L ,kkk and white nationalist group making robo calls for donald trump - video -  ,Republican,[],"['Trump', 'Trump', 'Donald']"
The most disturbing world view question is: What would a post-8 year Clinton EMPIRE look like?     ,the most disturbing world view question is: what would a post-8 year clinton empire look like      ,Republican,"['Clinton', 'Hillary']",[]
RT @realDonaldTrump: TODAY WE MAKE AMERICA GREAT AGAIN!  ,rt  realdonaldtrump: today we make america great again   ,Republican,['Hillary'],"['Trump', 'Trump', 'Donald']"
Can't wait until the election next Tuesday     ,can t wait until the election next tuesday     ,Republican,[],"['Trump', 'Trump', 'Donald']"
Save our country from    @TASFERNATU @FredHorne5 @TaylorEgly @WOTCHUWANT @LeahRBoss @Americas_Crusad @AZTucsonMike,save our country from     tasfernatu  fredhorne5  tayloregly  wotchuwant  leahrboss  americas crusad  aztucsonmike,Republican,['Hillary'],['Trump']
NBC Caught Preparing Hillary Victory Results Before Election https://t.co/nn1Hanhx6w  ,nbc caught preparing hillary victory results before election   ,Republican,['Hillary'],[]
TRUMP RIPS HILLARY IN TAMPA: “We Don’t Need Jay Z to Fill Up Arenas” (VIDEO) https://t.co/0cmjFww0SF via @trump_woman  ,trump rips hillary in tampa:  we don t need jay z to fill up arenas   video   via  trump woman  ,Republican,['HILLARY'],"['TRUMP', 'trump', 'Trump']"
Trump VS Hillary and Mainstream Media   https://t.co/8ScBrQYhg4,trump vs hillary and mainstream media   ,Republican,"['Hillary', 'DNC']",['Trump']
"
LIVE Donald Trump Rally Eau Claire WI
Women NOW DEMAND Macho BIZMAN TRUMP
For Family Future!
SeeOn https://t.co/C1jPorldiQ https://t.co/wRQs3MBCLx", live donald trump rally eau claire wi women now demand macho bizman trump for family future  seeon  ,Republican,[],"['Trump', 'TRUMP', 'Donald']"
"https://t.co/eCfG6rIEPB wow Final  ad is epic, Please watch. Even if you are voting  ( Tues, its worth it "," wow final  ad is epic, please watch. even if you are voting    tues, its worth it ",Republican,['Hillary'],['Trump']
I support Team Trump! Download the official app: https://t.co/pZHAOoMZ7c   https://t.co/l5frN5lUq2,i support team trump  download the official app:    ,Republican,[],"['Trump', 'Trump']"
"Bernie may have given it all away, but Trump is going to get it back.  https://t.co/eYdvQc3n4W","bernie may have given it all away, but trump is going to get it back.  ",Republican,[],['Trump']
"Tuesday is Election Day! Whether Republican, Democrat or Independent (like me) put your sneakers on &amp; RUN to   https://t.co/rNkftB55nA","tuesday is election day  whether republican, democrat or independent  like me  put your sneakers on and; run to   ",Republican,['Democrat'],"['Trump', 'Republican']"
I support Team Trump! Download the official app: https://t.co/ZYdolRXPbA   https://t.co/8BQjgaM6zu,i support team trump  download the official app:    ,Republican,[],"['Trump', 'Trump']"
"“15 of Donald Trump's most popular Tweets”  This look    

https://t.co/WMsehmukVz", 15 of donald trump s most popular tweets   this look      ,Republican,[],"['Trump', 'Donald']"
"TRUMP SOCIAL TAKEOVER!
Let Trump take over your FB/Twitter on Election Day to show we WILL  https://t.co/KmiAMHExeg",trump social takeover  let trump take over your fb/twitter on election day to show we will  ,Republican,[],"['TRUMP', 'Trump']"
 in   &amp;  gives you a choice -  or Air Conditioning - You get to choose.   https://t.co/GdsL1SUm2g, in   and;  gives you a choice -  or air conditioning - you get to choose.   ,Republican,"['Hillary', 'Obama', 'Obama']","['Trump', 'Trump']"
Trey Gowdy Just Reviewed FBI Documents From Clinton Server Investigation WOW    https://t.co/AkuMZcFhnI,trey gowdy just reviewed fbi documents from clinton server investigation wow    ,Republican,"['Clinton', 'Hillary']",['Trump']
" mocks women who come forward accusing Donald Trump of sexual assault, now mock one for NOT coming forward.   @LisaBloom"," mocks women who come forward accusing donald trump of sexual assault, now mock one for not coming forward.    lisabloom",Republican,[],"['Trump', 'Donald']"
"Do you believe our  should be a Free-For-All ? Vote 
    ",do you believe our  should be a free-for-all   vote      ,Republican,['Clinton'],[]
   REAL CHANGE     TERMINATE OBUMMER CARE  GLOBALIST  4   https://t.co/mgrpc7qj8O,   real change     terminate obummer care  globalist  4   ,Republican,[],"['Trump', 'Trump', 'TRUMP', 'TRUMP', 'Pence']"
" of   asking for Clinton campaigns' questions for Jeb Bush interview. 
https://t.co/aROeW4oApu", of   asking for clinton campaigns  questions for jeb bush interview.  ,Republican,['Clinton'],[]
Black Pastor Urges Christians — “Hillary’s ‘Deplorables” — to Vote for Donald Trump https://t.co/JIUhtWmb28  ,black pastor urges christians    hillary s  deplorables    to vote for donald trump   ,Republican,['Hillary'],"['Trump', 'Donald']"
"Cave men would chase lightening because they couldn't make fire. They were dumb.
Today 40% vote for Clinton, they are dumb.   ","cave men would chase lightening because they couldn t make fire. they were dumb. today 40  vote for clinton, they are dumb.   ",Republican,['Clinton'],[]
WARNING: VOTE TRUMP BUT DO NOT RIOT &amp; GIVE OBAMA REASON TO DECLARE MARTIAL LAW!  https://t.co/F4Vna7zjMg ,warning: vote trump but do not riot and; give obama reason to declare martial law    ,Republican,['OBAMA'],['TRUMP']
"Investigating Donald Trump, F.B.I. Sees No Clear Link to Russia https://t.co/i2KXAfmTRU @HillaryClinton ","investigating donald trump, f.b.i. sees no clear link to russia   hillaryclinton ",Republican,"['Clinton', 'Hillary', 'Hillary']","['Trump', 'Donald']"
"Clinton machine is all about greed, power, ambition, self preservation and will do whatever ( literally) it takes to keep it. ","clinton machine is all about greed, power, ambition, self preservation and will do whatever   literally  it takes to keep it. ",Republican,"['Clinton', 'Hillary']",[]
"""National Enquirer""Trump story? Is that all the Bush family has? Desperate move by the Globalists.    https://t.co/O2BGopCp5d", national enquirer trump story  is that all the bush family has  desperate move by the globalists.    ,Republican,[],"['Trump', 'Trump', 'Pence', 'Gop']"
 It's a beautiful day in AMERICA!  Say good by to CORRUPTION!    Counting the days for Hillary to go to prison!  , it s a beautiful day in america   say good by to corruption     counting the days for hillary to go to prison   ,Republican,['Hillary'],['Trump']
"This is not just another Election campaign,don't give them Liberty to Social engineer American society further.Stop the nonsense Now https://t.co/B5BlqiwO2x","this is not just another election campaign,don t give them liberty to social engineer american society further.stop the nonsense now ",Republican,[],[]
VIDEO: Donald Trump's Argument For America https://t.co/x0rrMQ6HD7   ,video: donald trump s argument for america    ,Republican,[],"['Trump', 'Trump', 'Trump', 'Trump', 'Donald', 'Pence']"
"Oh my word, Clinton emails are exciting to read!     @HillaryClinton https://t.co/O8xyzJf0AL","oh my word, clinton emails are exciting to read       hillaryclinton ",Republican,"['Clinton', 'Clinton', 'Hillary']",[]
"AMEN! JESUS USE TRUMP TO  OFF OUR GOVT, IN BUSINESS &amp; THE CHURCH! https://t.co/fFE7MvIlbq","amen  jesus use trump to  off our govt, in business and; the church  ",Republican,[],['TRUMP']
   https://t.co/0q8q4JwMqB,   ,Republican,[],"['Trump', 'Trump']"
"Colorado: TRUMP vs Hillary
YouGov 10/29
My Analysis: https://t.co/favzo3H78T
Adjusted: Hillary +1.8% Dead Heat
  ",colorado: trump vs hillary yougov 10/29 my analysis:  adjusted: hillary  1.8  dead heat   ,Republican,"['Hillary', 'Hillary']","['TRUMP', 'Trump', 'Trump']"
MELANIA SPEECH : https://t.co/YrV1lrTJs0       ,melania speech :        ,Republican,[],"['trump', 'trump', 'trump', 'donald']"
I voted for Donald Trump and Mike Pence. Will you join me? Find your polling place: https://t.co/1PrPV5R4pu   https://t.co/VlUSIDYBsn,i voted for donald trump and mike pence. will you join me  find your polling place:    ,Republican,[],"['Trump', 'Trump', 'Donald', 'Pence']"
Now I know why she picked this logo. It's directions to the nearest hospital. Where she'll be on 11/9. Go VOTE TRUMP!! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸  https://t.co/FLJec2bASb,now i know why she picked this logo. it s directions to the nearest hospital. where she ll be on 11/9. go vote trump               ,Republican,[],['TRUMP']
Donald Trump Draws Big Crowd In Moon Twp. Days Before Election https://t.co/PBkDBYDi68    ,donald trump draws big crowd in moon twp. days before election     ,Republican,[],"['Trump', 'trump', 'Donald', 'gop']"
The Clinton campaign has a problem with women being paid as much as men “if they do as good a job” file under   https://t.co/JkovKzYQv7,the clinton campaign has a problem with women being paid as much as men  if they do as good a job  file under   ,Republican,['Clinton'],[]
"What happened to @TheDemocrats? @HillaryClinton cant keep  in line, so let's spread  lies on   https://t.co/T1dCxsXHIA","what happened to  thedemocrats   hillaryclinton cant keep  in line, so let s spread  lies on   ",Republican,"['Clinton', 'Hillary', 'Democrats', 'Democrat']",['Trump']
Trump for president ,trump for president ,Republican,['Hillary'],['Trump']
".Never Trump is  your issue? Kasich, Bush, Powell, Flake, Romney: How U gonna tell your grandkids you voted socialist?
  https://t.co/Hof4LZt7c4",".never trump is  your issue  kasich, bush, powell, flake, romney: how u gonna tell your grandkids you voted socialist    ",Republican,[],['Trump']
All for woman president! Just not Hillary Clinton!        ,all for woman president  just not hillary clinton         ,Republican,"['Clinton', 'Hillary']",[]
Leaked Bill Clinton Speech: Obama Years Left No Hope For White Working Class https://t.co/i1Opo5Ex1t  ,leaked bill clinton speech: obama years left no hope for white working class   ,Republican,"['Clinton', 'Clinton', 'Hillary', 'Obama']",[]
Please Vote:Celebs Curse Up a Storm in Pro-Hillary Music Video https://t.co/lvl3KRWDZ7 oh we sure will vote ,please vote:celebs curse up a storm in pro-hillary music video  oh we sure will vote ,Republican,['Hillary'],[]
MSNBC &amp; @wolfblitzer  slanders Trump with KKK insinuations https://t.co/T4aCHIXDif . Biggest hack in news.   @AC360,msnbc and;  wolfblitzer  slanders trump with kkk insinuations  . biggest hack in news.    ac360,Republican,[],['Trump']
Google head Eric Schmidt's draft strategic plan for Hillary Clinton  https://t.co/En7i3AhwW5 Mo... by  via @c0nvey,google head eric schmidt s draft strategic plan for hillary clinton   mo... by  via  c0nvey,Republican,"['Clinton', 'Hillary']",[]
Top Psychologist: Google’s Algorithm Will Rig the Election For Hillary https://t.co/4XiWDfi3tG via @realalexjones  ,top psychologist: google s algorithm will rig the election for hillary  via  realalexjones  ,Republican,['Hillary'],[]
"ISIS CALLS FOR WHAT? SLAUGHTER? ... Now that's why we have a 2nd Amend! 

  

https://t.co/TadCRC2Bvx",isis calls for what  slaughter  ... now that s why we have a 2nd amend        ,Republican,['Hillary'],[]
100% REAL PRIVATE VIDEO CONTACT WITH PORNSTAR JENTINA SMALL! https://t.co/W38tqDB3B6 @XsOlga_love   https://t.co/12OdQsG6GY,100  real private video contact with pornstar jentina small    xsolga love   ,Republican,[],['Trump']
"When you've driven 6557.4 miles from  in  in 28 days, you get to know  like few ever will   https://t.co/m3mEP8rnsB","when you ve driven 6557.4 miles from  in  in 28 days, you get to know  like few ever will   ",Republican,[],['Trump']
   https://t.co/MHKUDAAIiA,   ,Republican,[],"['TRUMP', 'TRUMP']"
"https://t.co/dcmgaZPUzc
       ",        ,Republican,['Hillary'],"['trump', 'trump']"
"If indeed Trump is theDevil, Hillary shld be 50points ahead now. But she is a pathological liar from the burning pits of Hell ","if indeed trump is thedevil, hillary shld be 50points ahead now. but she is a pathological liar from the burning pits of hell ",Republican,"['Hillary', 'Hillary']",['Trump']
"   
A Hero Will Rise - Vote Trump Pence 2016 https://t.co/glJbcsDov7 via @YouTube",    a hero will rise - vote trump pence 2016  via  youtube,Republican,"['Clinton', 'Hillary']","['Trump', 'Trump', 'Trump', 'Donald', 'Pence']"
Go vote your good moral judgement     https://t.co/mTIRcm5By1,go vote your good moral judgement     ,Republican,[],[]
FBI Just Reopened Hillary Clinton Investigation!  https://t.co/1eyCQYOfR6...,fbi just reopened hillary clinton investigation   ,Republican,"['Clinton', 'Hillary']",[]
"  RT @TemiaBrinson VOTE TRUMP!
Have you voted yet? Get out &amp; vote  https://t.co/CJQqMabAR0",  rt  temiabrinson vote trump  have you voted yet  get out and; vote  ,Republican,[],"['Trump', 'TRUMP', 'Trump', 'Pence']"
" Vs randy in ring
https://t.co/KQEbIDGY0d



", vs randy in ring     ,Republican,[],['Trump']
FBI Just Reopened Hillary Clinton Investigation!  https://t.co/y4ljARYl53,fbi just reopened hillary clinton investigation   ,Republican,"['Clinton', 'Hillary']",[]
